,YWHAB,YWHAE,YWHAZ,EIF4EBP1,TP53BP1,ARAF,ACACA,ACACA ACACB,ACVRL1,PRKAA1,AR,DIRAS3,ASNS,ATM,TUBA1B,AKT1 AKT2 AKT3,ANXA1,ANXA7,BRAF,BAD,BAK1,BAP1,BAX,BCL2,BCL2L1,BECN1,BID,BCL2L11,RAF1,MS4A1,PECAM1,ITGA2,CDK1,CASP7,CASP8,CAV1,CHEK1,CHEK2,CLDN7,COL6A1,CCNB1,CCND1,CCNE1,CCNE2,PARK7,DVL3,CDH1,EGFR,ESR1,ERCC1,MAPK1,ETS1,FASN,FOXO3,FN1,FOXM1,G6PD,GAB2,GAPDH,GATA3,GSK3A GSK3B,ERBB2,ERBB3,HSPA1A,NRG1,IGFBP2,INPP4B,IRS1,MAPK9,MAPK8,XRCC5,STK11,LCK,MAPK1 MAPK3,MAP2K1,ERRFI1,MSH2,MSH6,MYH11,MRE11A,MYH9,CDH2,NRAS,NDRG1,NFKB1,NF2,NOTCH1,CDH3,SERPINE1,PARP1,PCNA,PDCD4,PDK1,PEA15,PIK3CA ,PIK3R1 PIK3R2,PRKCA ,PRKCD,PRKCB,PGR,AKT1S1,PRDX1,PREX1,PTEN,PXN,RBM15,RAB11A RAB11B,RAB25,RAD50,RAD51,RPTOR,RB1,RICTOR,RPS6,SCD,SETD2,SRSF1,STAT3,STAT5A,SHC1,DIABLO,SMAD1,SMAD3,SMAD4,SNAI1,SRC,STMN1,SYK,WWTR1,TFRC,TIGAR,TSC1,NKX2-1,TGM2,TSC2,KDR,VHL,XBP1,XRCC1,YAP1,YBX1,CTNNB1,JUN,KIT,MET,MYC,BIRC2 ,EEF2,EEF2K,EIF4E,MTOR,CDKN1A,CDKN1B,MAPK14,TP53,SQSTM1,RPS6KB1,RPS6KA1
TCGA-44-7662-01,1.006500047,0.440496853,3.905880434,1.6030009230000002,-1.150480413,-0.467646941,-0.25378162600000004,0.279235286,0.724717135,0.223748262,0.169238854,0.320613301,0.866995766,-1.621253836,-0.309291455,-2.314286564,-1.847995956,-0.21400787,-2.531325757,-0.038983135,-0.113240737,-1.214685132,1.498413684,-0.185490857,-0.046539858,-0.231384735,0.039073859,-0.597402991,0.013651463,0.406861239,0.303821027,0.172736113,0.224952886,2.676014937,-0.27832360100000003,-0.724789385,2.092808981,0.488283764,0.670957589,1.524922276,-0.150618218,0.253176192,0.146189581,0.276127283,-1.852129219,0.82273914,-0.99651061,-0.136993317,-0.023051185,0.140242159,-1.451278174,0.7502201999999999,-1.062476295,0.17192383,1.917235953,0.537248842,0.585276882,-0.972408162,-0.372580509,0.269292678,-1.562392138,-1.675021998,-0.557188688,1.058848346,0.014345893,-1.143448612,-0.948095671,-0.040760441,-0.554537797,0.36030785,-0.403029978,0.232389579,-0.581387451,-0.256973136,0.543251618,-0.339770363,-1.422395158,-0.428671899,-2.595308765,0.488149108,-2.7642294730000003,0.449243592,0.155256322,0.73346305,-0.07869730400000001,-0.577829665,-0.15768062300000002,-1.171464024,3.101552749,0.227334356,0.093920423,-0.886458313,0.7763071090000001,1.608715457,0.014299086,-2.113434078,-0.018619399,0.167522756,-0.570390983,0.372141711,0.066453394,1.4989273719999998,-0.180801743,-0.5648182970000001,-1.44888708,-1.096208254,-0.485745522,-0.691618959,-0.733415794,0.6391178439999999,-0.6189951370000001,-0.064714751,-0.069831996,0.287670221,0.270229791,0.308293975,0.006328827,-1.286299593,-0.968746233,-0.394858373,0.93018698,-0.02071961,0.255854008,0.304416403,0.070417995,-0.997130403,1.160836122,-0.046181307000000005,0.587384445,-0.239680578,0.022493589,-1.531868279,-2.23597635,-0.905284998,-0.79409997,-2.411735245,-3.216020365,0.035835554,0.70352821,1.414701435,-0.08371046,-3.410211714,-0.535498049,0.722600075,0.245610061,0.081205382,-0.195023414,-0.529710977,-1.576331831,-0.757320278,-0.7304184029999999,0.906903902,0.304958093,0.083940499,0.118200417,-1.447377364,-0.234813591,0.85586109
TCGA-44-7667-01,0.974627821,0.112828384,1.022044213,0.135691783,-1.920423598,-0.33384006,-1.981833135,-1.168792705,0.8365316859999999,-0.411762807,0.816881137,0.32646999,0.467754214,-1.809055395,-2.34571602,-2.142926226,1.44360753,-0.110672232,-2.635912962,-0.8464433170000001,0.6507205620000001,-0.983923269,0.349922613,-0.201981561,0.432320819,-0.950563942,0.928495855,-0.456285072,0.881437976,0.881152081,1.100185353,-0.092801709,0.7058196940000001,0.6857505159999999,-0.161955398,-0.381376761,2.140037537,-0.393410185,0.433961954,1.630202559,-0.4047772120000001,0.7254158540000001,-0.057135331,0.42056483,-1.752079432,-0.005726249,-2.3966726080000003,0.728401981,1.145827089,0.13768934,-1.040847732,0.190713802,-0.502926024,0.786376115,1.818846316,0.252618523,0.478918434,-0.459361681,-0.685195579,-0.042071725,-1.270400602,-1.410237362,0.000389861,2.664394899,1.3061050090000002,1.8415103,-0.951216296,1.092856664,-1.026610461,0.6920647809999999,-1.417043565,0.6420235870000001,-0.09000565199999999,-0.313197251,-0.128156823,-0.318279058,-1.107326645,-0.618633997,0.048172853,1.288129599,-3.076844543,1.612609195,0.651550554,-0.298954543,-1.4491976359999998,0.28276148100000004,1.026843948,-0.636763384,3.283760272,0.013379753,-0.15884627699999998,-1.952603708,0.534815866,-0.309364654,-0.483119509,-0.7861540570000001,-0.676407345,0.1299893,-1.40093194,0.6817224590000001,0.109480353,0.806566786,0.245451511,-1.207178028,-0.239650363,-2.001254757,0.816228525,-0.565961385,-0.150053328,1.102467209,-0.6436597620000001,-0.000389861,-1.6367952959999998,-1.233534575,0.076411125,0.455065995,0.356877845,-1.126927239,-1.5614105319999998,0.26582038,0.422533739,0.397091605,0.938335746,0.78669333,-0.137030227,-0.121519284,1.4871859669999998,0.144231546,1.494220374,3.606010446,0.14001011800000002,-1.924473898,-2.4560269740000003,-0.6167519020000001,-1.5563833619999998,-1.834753546,-3.184419874,-0.040446075,0.416065656,0.781135255,-0.433225666,-3.722826784,-0.263407006,0.579072929,0.105447338,2.313738292,-0.477224982,-0.826187508,-1.009661981,-0.195738747,-1.941190313,0.688795335,0.219028012,-0.225570589,-0.074261815,-1.822982419,-1.4780340019999998,-0.236877202
TCGA-44-7669-01,-0.084775929,0.159075267,0.504917795,0.6861802929999999,-0.211795665,-0.497442482,0.181020417,0.226154562,-0.10630419,-0.28397572,0.819109997,-0.034622336000000004,1.817310622,-0.214156419,-0.282196693,-0.814509438,-0.320959539,-0.255363381,-0.55285072,-0.42625504,-0.135612813,0.348349755,0.761834899,3.048694556,-0.136690968,-0.218916297,-0.003897346,1.735288544,0.178525889,0.262063067,0.310612793,-0.366879153,0.063867175,1.820526375,-0.14824880599999998,0.642537107,0.65545303,0.01706349,-0.026047131,0.31699809,1.6027080340000002,-0.012767925,0.10926935,0.246603373,-0.036875509,-0.260336216,-0.87173991,-0.346739305,0.002948617,-0.257814809,-0.522549665,0.020794864,0.497324011,-0.06406394,0.452710149,1.361544343,0.458004518,0.5357250729999999,0.215117742,0.009866406,0.333132153,-1.265645094,-0.419010977,-0.040939433,-0.039534926,3.688016587,-0.800127027,-0.103852658,-0.487826405,0.033916441,0.003454447,-0.05742296700000001,-0.606555854,-0.113765646,0.248341947,-0.464788826,0.504587928,0.806230474,0.907961941,0.240126931,-0.523993584,0.5841622360000001,-0.155107664,-0.194782399,-0.482765924,-0.34869674,-0.08593870699999999,-0.447694969,1.129351388,0.070404559,0.479994804,-0.6768307490000001,-0.038648016,0.091338846,-0.168923452,-0.27595281,-0.590204818,-0.121018391,-1.095997017,0.110590949,0.465803519,0.4517683770000001,-0.183395617,-0.19568907,-0.459762139,0.312965749,-0.07493476,-0.35442317100000004,-0.13401917,-0.136376857,-0.14820776300000002,-0.106260007,-0.6653136070000001,0.426526599,-0.203712648,-0.2455606,0.076657352,-0.25687351,-0.475730114,-0.079008585,0.266556778,0.391647359,0.08773476699999999,-0.163074592,-0.081853879,0.22500475600000006,0.587343151,0.2844782,0.080761204,0.096514553,0.112133379,-0.5834404879999999,0.336451321,-0.23790241,-0.403520358,-0.863624878,-2.036599718,-0.242471165,0.439178179,-0.12804057300000002,-0.33595453299999994,-1.1270595140000002,0.295267838,0.406048561,-0.236550272,0.54325384,0.26006867300000003,-0.299284159,-0.505458532,0.30043517,-0.17280910300000002,0.161969961,0.440418974,-0.108717803,-0.319968264,0.8145230440000001,-0.280387077,-0.33803081
TCGA-44-7670-01,0.20032774600000006,0.189579164,0.716864912,0.853928342,-0.260701302,0.528360421,-0.676248973,-0.324021049,0.271574607,0.306262297,-0.111212879,0.026209045,-0.305909958,-1.889821719,-0.372323641,-1.588282335,-0.02206423,-0.023824096,-0.7758193859999999,-0.335177406,-0.14270339999999998,0.413225853,0.654601725,-0.13684409,0.046762768,-0.076471925,-0.125065653,0.23422375,0.031306158,0.323365361,0.574605574,-0.12612715900000002,0.136510419,0.620174159,0.597652988,-0.601729202,0.5732300570000001,0.003558723,1.059702814,0.549630529,0.637072639,0.156052893,0.103519191,0.232447022,0.205989019,0.250619053,0.33494423100000004,-0.505064246,-0.17434617100000002,0.5936716989999999,-2.03758134,-0.010821991,-0.6129052970000001,0.024096226,2.593354905,0.274412052,0.064545688,-0.929486539,-1.973732223,-0.03976226,-0.598666424,-1.240978608,0.069503648,-0.30625193300000003,0.058972804,-0.044113735,-0.850160527,-0.110227018,-0.621630653,0.102928942,-0.287603304,0.184114376,-0.60969525,-0.17668740300000002,-0.48497504,-0.285996035,-0.699818884,0.29935463100000004,-0.06255168700000001,0.184094141,-0.507339427,0.357849339,0.004507385,0.635511905,-0.124420062,-0.510659815,-0.032102999,-0.850691095,1.556282816,1.617132866,0.044855455,-0.462038598,0.169616034,0.0482378,-0.12179234,-0.76685535,-0.493645414,-0.082495561,-1.395035454,0.033082282000000005,0.012960459,0.308599273,-0.418327913,-0.311613259,0.061856607,-0.232209121,-0.225178068,-0.696632942,-0.64053766,0.140260565,-0.590429123,0.284997763,-1.4470184069999998,-0.264877134,0.206334508,-0.068786345,0.397691778,-0.374006823,-0.907634532,0.030159152,1.405473583,-0.003558723,-0.025067409,0.057575791,1.370078251,0.470716158,0.415550265,-0.674305678,0.280174603,1.061881034,0.12845358699999998,-1.597494299,-1.034480396,-0.290335718,-1.521091768,-0.5339779139999999,-1.596219139,-0.385865849,0.330580233,0.446789321,-0.194148773,-0.739159158,0.5832245420000001,0.295213176,1.197350787,0.187791861,-0.384152756,-0.31006154,-0.6802548509999999,-0.03631123,-0.514899062,0.4765000170000001,0.06510643,0.036490824,0.046354363,0.87014269,-0.21500938,-0.470815946
TCGA-44-7671-01,0.241554168,0.128681607,0.393561184,-0.239515323,0.24258344,-0.0502167,0.33836218799999995,0.277965639,-0.017804341,-0.005077097,0.732368805,0.011944173,-0.13685261699999998,-0.919202838,0.747114568,-0.42030168,0.286369689,0.133605007,-0.46379534,0.113594243,-0.084874385,0.028385511,0.225826634,0.215798144,0.066976358,0.061403010999999987,-0.121093336,0.079574197,-0.019506561,0.076262994,1.119034518,-0.066493386,0.217573284,-0.401347307,-0.35006303200000005,1.312255825,0.19222342,-0.5579107179999999,3.023800069,0.332433687,-0.411332275,-0.227237023,-0.159682259,-0.197749623,0.5806096629999999,-0.109078253,0.741102313,-0.187717906,0.193800503,-0.293726415,-0.7242596509999999,-0.333039621,1.587345564,0.162483461,-0.0037705,-0.237657389,0.191324486,-0.116911325,-1.122894178,0.33947457,0.108473478,0.308771594,0.148079734,0.400079447,0.08920027,0.762074345,-0.406174569,-0.137061635,-0.225528782,0.024855155,-0.336143018,-0.26968653600000003,-0.450651768,0.907481725,-0.135238398,-0.25146445,-0.48419441,-0.49305216,2.728787114,0.025736573,-0.426882933,0.100258891,-0.001345816,0.6729284959999999,-0.213825131,-0.06597495,-0.008626877,-0.501687216,0.8241881390000001,-0.334085653,0.13984031800000002,1.067269417,0.144457866,0.061783293,0.019192992,-0.144912972,-0.27828459,-0.078090256,-0.471553473,0.35970096100000004,0.299217894,0.524735795,-0.393630442,0.17166395899999998,0.41935463,-0.027149603,0.52156053,0.7142837890000001,-0.100969787,-0.068484053,-0.236046376,-0.17014495100000002,0.517630529,0.031032625,0.08792815400000001,-0.208104952,-0.105552654,0.32146806,-0.773168392,-0.053418705,-0.067662418,0.142641602,-0.102999141,-0.01930941,-0.067219164,0.34370916100000004,0.01632289,-0.822043686,-0.02595406,-0.196414343,-0.302758917,-0.747351862,0.176759473,-0.227937811,-0.446880733,0.346943655,-0.336541809,-0.127326784,-0.040259768,0.75760045,-0.616775793,-0.134241935,0.335237671,0.906898221,-0.29355681100000003,0.029878336,0.229565085,-0.5230410679999999,-0.046333880999999986,0.355687025,0.08493559199999999,0.083681962,0.385234738,0.031865911000000004,-0.357207328,0.217638161,-0.26444781,-0.24792654
TCGA-44-7672-01,0.442836856,0.322092145,1.326281255,0.465795628,-0.851675582,-0.226724606,-1.176760847,-0.449106892,0.324685496,0.185015988,0.177906025,0.273776322,-0.702745521,-1.5309527719999998,-0.207181978,-1.3573565440000002,-0.32669227300000003,-0.092172837,-0.925685299,-0.190989808,-0.071937986,-0.40782435,1.120211098,1.1428942640000002,0.11823929,0.009881314,-0.224763962,0.132909351,0.342673004,0.35838038,1.160837297,-0.294505028,0.15054694,0.155136276,1.014796463,1.697492089,0.6968333990000001,-0.07246817400000001,0.391683055,1.088112761,-1.198028482,0.043552327,0.008534211,0.606917499,0.043942941,-0.269015193,-0.352788265,-0.299288377,0.29999850100000003,0.776645528,-2.091475803,0.376164334,-1.77359284,0.863478135,-0.492413355,-0.212996565,-0.634021749,-1.579879745,-1.3066863709999998,0.254236382,-0.530915017,-1.444940586,-0.229801304,0.518006626,0.361663542,-0.456232253,-0.716701299,-0.13636662900000002,-0.375823785,0.30113643,-0.981679231,0.063724205,-0.438544128,0.961791419,-0.39404219,-0.311836204,-1.186066007,-0.955852104,1.306297202,0.329512354,-1.677279195,0.531034249,0.062395458,-0.500066615,-0.33736378,-0.182944504,-0.168927546,-1.322477195,-0.08920489699999999,1.844857258,-0.352745698,0.6446064970000001,0.386962815,0.752898262,0.020460618,-0.350859573,-0.103327464,0.188757445,-0.637739783,0.378166308,0.146019011,0.90241732,-0.126001101,-1.540414966,-0.7286959590000001,-1.28297634,-0.19117092,-0.6440426810000001,-0.783523112,0.200113663,-0.585134475,0.548066876,-1.226526415,0.167119051,0.17188690899999998,0.5598032239999999,0.047808744000000014,-0.300632523,-0.692451058,-0.027541442000000003,0.935373353,0.156338704,0.163169636,0.02398845,1.762178098,-0.128016179,0.552130081,-0.010778347,0.214523072,-0.444494025,-0.029863875,-2.167104499,-2.083161891,-0.018912544,-1.58860517,-0.591877888,-3.898180237,0.081273695,0.337313519,0.74015582,-1.265715026,-3.4405931780000003,-0.196487261,1.289712018,1.53748509,0.847944205,-0.048065011,-0.8790140670000001,-0.86078859,-0.393691996,-0.561641495,-0.552035811,0.914156728,-0.816033517,-0.01688314,0.566939897,-0.420491223,0.194866797
TCGA-44-8117-01,-0.053646269,-0.04768769,-0.054951337,0.071564415,-0.04692517,0.112276421,0.30579190300000003,0.245042422,-0.094328638,-0.154012377,-0.140627951,-0.08257866700000001,-0.645362125,-0.37831756,0.15953516,-0.104432143,0.076807184,-0.123620334,0.8393046959999999,0.133107823,-0.041258072,0.064600212,-0.16262691699999998,-0.373425555,-0.133464408,-0.248121621,-0.05909269,-0.385628412,0.17563694300000002,-0.130797408,-0.135611106,-0.024575916,0.123614915,0.15045762699999998,-0.208096789,0.010981753,0.145155375,0.310334793,0.447924421,-0.060488545,0.5084293120000001,-0.530409637,-0.227525862,-0.123990124,0.16657942,0.140212556,0.911881277,0.400270494,-0.261106638,-0.211144499,0.383885662,-0.197625621,0.420504509,-0.04678835,0.530710032,0.009499121,-0.413324102,0.286644624,-0.031919643,-0.120657631,-0.29777875600000003,1.094915309,0.501562263,-0.26894259800000003,-0.143543707,-0.6271276610000001,-0.17038783100000002,0.270757412,0.716483502,0.042537646,-0.040344181,-0.001051021,-0.30195653,0.7978891459999999,0.19481479,0.797261935,0.023259271,0.070237701,0.239970301,-0.022750204,0.480628342,-0.184012697,-0.07908043,0.344484367,0.7922293890000001,0.6801565279999999,-0.024917945,0.428668796,0.486240784,-0.093234853,0.017923848,-0.042973475,0.089660992,0.004305885,-0.133113717,0.081943659,0.001051021,-0.097677597,0.659168341,-0.04122624,0.231146638,-0.05016924,-0.04351371,0.172472209,0.427201774,0.030730143,-0.081822253,-0.09119089,-0.141676976,-0.151142907,-0.014252908,-0.153735394,0.050448909000000014,0.4312536,-0.141571436,-0.261943883,-0.08072106400000001,-0.143273046,-0.136703498,-0.079755765,0.216778963,0.060153635,-0.08698355,0.047074312,-0.141236699,0.524855531,-0.101371238,-0.220917278,-0.208922587,-0.219334478,-0.260669087,-0.117773226,0.6709372060000001,-0.337259759,0.07928735599999999,0.294282278,0.086444227,-0.20231333,-0.120560714,0.171763958,-0.03744968,0.780675083,-0.039584608,0.374066129,-0.10806173,-0.156286045,-0.02433938,-0.049494179000000006,0.171135416,0.152263709,0.24040660100000005,-0.970426025,-0.115933908,0.217157395,-0.059989687,-0.111957591,0.867191423,0.389553297
TCGA-44-8119-01,0.06903451299999999,-0.04923334,0.027975273,-0.007752443,-0.040451795,-0.271983011,-0.949564965,-0.913000878,-0.150974315,0.007935773,-0.112023684,0.150467404,1.603618616,-0.042452931,0.34404160100000003,0.012708451,-0.17820550899999998,-0.277471135,0.006892409,-0.5231815989999999,0.4800465370000001,0.055985276,-0.150312093,0.42316282,0.13825633,0.270368898,0.508919704,0.41255837,0.003337434,0.226199616,-0.105207738,0.186055201,0.051980262,0.302933695,0.041946633,-0.514876588,0.647679336,-0.162930144,0.460966581,-0.035784668,0.6406952810000001,0.495094535,-0.227113749,0.039106684,-0.077277643,0.017331865,-0.07638961799999999,-0.219860893,0.12319187,-0.165736834,-0.265401504,0.389753966,0.327956694,-0.097087953,1.795191265,0.36227116,-0.38939279,0.366768174,0.415748846,0.373678131,-0.086859681,0.15924770800000002,-0.137696491,1.192227338,0.347329465,1.412920489,-0.176054562,0.338676668,-0.303110779,-0.031994935,0.04646624,0.20376077,0.099043532,-0.417323117,0.548188074,0.597715121,0.066332608,0.353398079,0.100438909,0.283129413,-0.295167654,0.167730791,0.060451867,0.936682019,0.059419945,-0.141156733,-0.062313298,0.288104779,3.078411506,-0.102522895,0.377392939,-0.697098088,-0.157442246,-0.309048231,-0.278192981,-0.312147952,0.062303596,-0.19336863,-0.633698784,0.314342182,-0.061183642,-0.237536547,-0.235184294,-0.154146691,-0.15519893099999998,-0.149686855,-0.056353522,-0.634790551,-0.31178379100000003,0.301078061,0.6870241420000001,0.312548846,-0.341443545,-0.160939437,-0.168417469,-0.027303969,-0.099860515,-0.15501726,-0.404080747,-0.328555938,0.334032755,0.275947244,0.301835719,0.116898686,0.07173407,-0.32435051,0.251862319,-0.10902206,0.081355546,0.204510954,-0.023692614,-0.085411339,0.544137847,-0.555339308,-0.167446268,0.119676637,0.796527488,0.647811925,0.23264962600000005,0.000421977,0.320206606,-0.349403349,-0.131877181,0.750385575,-0.06443070299999999,-0.069493415,0.063538308,0.053266746,-0.567687882,-0.071331774,-0.189206229,0.25272783,0.002157725,-0.291130238,0.07210657,-0.585067737,0.28582557,-0.319118202
TCGA-49-4487-01,0.115778981,0.212183559,-0.419421063,-0.153879108,-0.09655097,0.131422565,-0.163652412,-0.072266197,0.057412912,-0.226895427,0.155698878,-0.08544644900000001,0.171366502,1.112294366,-0.04571901,-0.302879868,-0.35673647700000005,0.049602638,-0.304168557,-0.091465845,0.108915339,0.195644001,0.113051551,0.660392902,-0.119959675,-0.048341766,0.033210101,0.492095589,0.08739054,-0.050513338,-0.047685711,-0.095012791,0.159330045,0.976854363,-0.488040546,-0.27278198800000003,-0.009352769,1.0480554990000002,-0.13652695199999998,-0.010988943,1.910278057,-0.174736537,0.397894873,0.096234534,-0.146693686,0.116045023,-0.7989751140000001,-0.140510953,0.118228135,-0.075432848,0.002357082,0.197943064,-0.0053416,0.068755745,-0.367254212,1.044293135,-0.100665489,-0.16644441699999998,0.530540904,0.016527835,0.282834682,-0.403916199,-0.009916171,-0.331685275,0.030317243,-0.08217601599999999,-0.787986587,0.053126227000000005,0.034004025,-0.041912164,0.08478767400000001,-0.069185455,0.455125894,-0.296936321,-0.14578785800000002,0.07971860900000001,0.407285686,0.28730868600000004,-2.428254099,0.08478767400000001,0.290342057,-0.020589516,0.004796458,0.079369043,-0.462990572,-0.040271828,0.26477752,0.584805365,0.84308537,-0.054977606,0.451934522,-0.039118219,-0.030184645,0.267885821,0.21667015,0.512081761,-0.127823979,0.091166034,-0.151934789,0.17711147100000002,-0.111887907,0.178911805,0.506936298,-0.345181887,0.030865795,0.167570045,-0.058203455,0.34408076600000004,0.004230897,0.066236513,-0.259631066,-0.343683495,-0.821796671,0.250468208,0.012284373,0.619009669,-0.027718146000000003,0.121884768,0.509112539,0.026430991,-0.019120822,-0.017942857,0.058430118,0.094851036,0.000738217,-0.030766252,0.399289183,0.6169833029999999,-0.003916511,0.527144504,-0.157172423,-0.158825493,0.178327116,-0.287971013,0.297377225,0.012224541,-1.3922852469999998,-0.08052169099999999,0.392565052,-0.33639641200000003,-0.8860566759999999,-0.610995041,0.071545336,1.288030808,-0.231469721,-0.222614241,-0.083393034,0.235572283,0.051765615,0.051260521,0.042812163,-0.101966456,0.13384470699999998,0.08784005199999999,1.289854,-0.340087673,-0.069946857,-0.072729368
TCGA-49-4488-01,-0.091074272,-0.012389688,-0.344477513,-0.545325023,0.194442719,-0.058699242,-0.386587836,-0.182346952,-0.063058491,-0.076696902,-0.15903388699999998,-0.158041531,0.076268324,-0.327550607,1.205148747,0.571352221,0.494646135,0.144676742,1.019284447,0.272927349,0.000694339,0.183992232,-0.211348714,-0.465360559,0.010097102,-0.227693315,0.015923286000000002,-0.5104923570000001,0.17772096699999998,-0.45569805,-0.5605321560000001,-0.020389164,-0.321872832,0.147768551,-0.30209868100000004,-0.084797358,-0.33803942200000003,0.778088859,-0.110497888,-0.113503607,0.420595903,-0.251006007,-0.160811743,-0.074449874,-0.000694339,0.383478154,0.347690503,0.601294915,-0.091777787,-0.160899099,0.454770395,-0.175199259,0.227204179,-0.095648687,0.247428941,0.069690555,1.862013669,-0.14213847300000002,-0.102031304,-0.363722356,-0.005888508000000001,0.16840055,0.165167461,-0.859689192,-0.149399063,0.6773402829999999,-0.509863548,-0.106880536,0.17973702600000002,-0.207701584,0.308161182,0.144389204,0.01643324,0.386508959,0.6082417920000001,0.34596731299999994,0.455505511,0.549876508,-1.304408225,-0.127445951,0.035002125,-0.2156084,-0.213928135,0.69821082,1.201507686,0.712422529,-0.100348257,-0.080863409,-1.199842797,-0.207258214,0.115012707,0.289520472,-0.15337457599999998,-0.091704442,0.5330579360000001,0.668820172,0.235660276,0.134455302,1.546927191,0.041925856,-0.100522322,0.105802078,-0.064762373,0.690614064,-0.347050055,0.617043836,-0.285409952,0.131337364,0.025062454,-0.144156775,-0.17252380899999994,-0.244155186,0.018362511,0.194218457,-0.033922409,1.003447923,-0.156256497,-0.293472678,0.08332526900000001,0.07436881,0.680255017,-0.222996188,-0.116663369,-0.028418488,-0.326067694,0.14352134800000002,-0.22653959,-0.164061218,-0.106217091,-0.25721304100000003,-0.234482092,0.032259185,1.5725677319999998,-0.377006178,0.15401327,0.034979535,-0.222996188,-0.143707108,-0.113331994,-0.178023638,-0.725033849,0.636387122,0.017238933,-0.852507943,-0.200281111,-0.05588859,0.09076912,0.248097064,0.104882319,0.239749414,0.140797864,0.323845466,-0.092867816,0.720699723,-0.477636344,-0.081401091,0.100813364,0.690937068
TCGA-49-4512-01,0.3250042,0.185614431,-0.136591481,-0.111423066,-0.118831802,0.69456668,-0.034343645,0.091689069,0.329887477,0.007314058000000002,-0.08931195800000001,0.098611786,0.086432837,0.755054261,-0.364626025,0.080158226,0.07930607,0.109117719,-0.454241521,0.340924914,0.075274307,-0.408951741,0.096127299,0.023562431,0.08485920300000001,0.098137544,-0.112021841,-0.7055376870000001,-0.258901355,-0.160677133,0.074822098,-0.010377945,0.053953142,-0.307962949,-0.6218609820000001,-0.063559021,-0.414087875,-0.015672521000000002,-0.587393259,-0.420708283,-0.195145889,-0.065520425,-0.114577455,-0.165206141,-0.021032483,-0.213672829,0.094591699,0.550261888,0.113088453,-0.205809353,0.373288413,-0.147502308,-0.31897321100000003,0.163509399,-0.242677887,0.35135014,0.180225059,-0.400768438,-0.088498298,-0.193692798,0.00205626,0.012705054,-0.565721702,0.130746552,0.195823371,-0.795508496,-0.7479232990000001,-0.15406799699999998,0.124427136,0.238333908,0.372436796,-0.062662131,-0.117369547,0.06690753,-0.52238946,-0.025362103,0.198375801,-0.290983862,-0.072217034,-0.179633535,-0.033488705,-0.013046293,0.05131572,0.364877402,-0.775745805,0.649931309,0.091105023,-0.075556641,-0.7777150270000001,-0.0019941,-0.078567684,0.05374348,0.161095624,1.058707587,0.242331166,0.17826609899999998,0.8279703509999999,0.181703494,0.8634772140000001,0.903836198,-0.249661588,-0.17624586899999994,0.5035489479999999,-0.090330967,-0.246754313,0.332191683,-0.06179821200000001,-0.362378588,0.215919778,-0.192080784,0.075631347,-0.461802739,-0.029391108,-0.291961691,0.062369312,-0.048767478,0.264472919,0.013967749,0.194484204,0.283953591,0.04806857,-0.209564346,-0.27153372600000003,0.056193170999999986,-0.312552506,-0.047418452,-0.197408809,-0.06082665900000001,-0.076584239,0.32762219600000003,0.083228651,-0.037862614,0.315018829,0.61667253,0.150378189,0.172829576,-0.499450965,0.086536912,-0.036991087,-0.461305674,-0.528896706,0.473747074,0.284844031,-0.456463135,-0.131336643,-0.154925991,-0.040961921,0.091629988,-0.25813505600000003,-0.165561018,0.400001015,0.306401394,-0.33176268,0.147807269,0.225615417,-0.490038303,-0.148994206,0.277932395
